sample_id,sentence_id,entities
1,65,"[{""text"": ""Mr. Tumnus"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""Faun"", ""label"": ""ADDRESSED""}]"
1,66,"[{""text"": ""Peter"", ""label"": ""ACTIVE_SPEAKER""}]"
1,67,"[{""text"": ""Mother"", ""label"": ""MENTIONED_ONLY""}]"
1,68,"[{""text"": ""Faun"", ""label"": ""ADDRESSED""}]"
1,69,[]
1,70,"[{""text"": ""Mr. Tumnus"", ""label"": ""ADDRESSED""}]"
1,71,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_SPEAKER""}]"
1,72,"[{""text"": ""Mr. Tumnus"", ""label"": ""ADDRESSED""}, {""text"": ""Lucy"", ""label"": ""ACTIVE_SPEAKER""}]"
1,73,"[{""text"": ""Mr. Tumnus"", ""label"": ""ADDRESSED""}, {""text"": ""Lucy"", ""label"": ""ACTIVE_SPEAKER""}]"
1,74,[]
1,75,[]
1,76,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_SPEAKER""}]"
1,77,[]
1,78,[]
1,79,[]
1,80,"[{""text"": ""Mr. Tumnus"", ""label"": ""ACTIVE_PERFORMER""}]"
1,81,"[{""text"": ""Faun"", ""label"": ""ADDRESSED""}]"
1,82,[]
1,83,[]
1,84,[]
1,85,[]
1,86,[]
1,87,[]
1,88,"[{""text"": ""Faun"", ""label"": ""ADDRESSED""}, {""text"": ""Lucy"", ""label"": ""ACTIVE_SPEAKER""}]"
1,89,[]
1,90,[]
1,91,"[{""text"": ""Faun"", ""label"": ""ADDRESSED""}]"
1,92,[]
1,93,"[{""text"": ""Mr. Tumnus"", ""label"": ""ACTIVE_SPEAKER""}]"
1,94,[]
1,95,[]
1,96,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_SPEAKER""}]"
1,97,"[{""text"": ""Faun"", ""label"": ""ACTIVE_SPEAKER""}]"
1,98,"[{""text"": ""Peter"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""Lucy"", ""label"": ""ACTIVE_PERFORMER""}]"
1,99,"[{""text"": ""Faun"", ""label"": ""ACTIVE_PERFORMER""}]"
1,100,"[{""text"": ""Ivy"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Margaret"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Betty"", ""label"": ""MENTIONED_ONLY""}]"
1,101,[]
1,102,[]
1,103,[]
1,104,"[{""text"": ""Faun"", ""label"": ""ACTIVE_SPEAKER""}]"
1,105,"[{""text"": ""Mr. Tumnus"", ""label"": ""ACTIVE_PERFORMER""}]"
1,106,"[{""text"": ""Faun"", ""label"": ""ACTIVE_SPEAKER""}]"
1,107,"[{""text"": ""Daughter of Eve"", ""label"": ""ADDRESSED""}]"
1,108,[]
1,109,[]
1,110,"[{""text"": ""Mr. Tumnus"", ""label"": ""ACTIVE_SPEAKER""}]"
1,111,"[{""text"": ""Daughter of Eve"", ""label"": ""ADDRESSED""}, {""text"": ""Mr. Tumnus"", ""label"": ""ACTIVE_SPEAKER""}]"
1,112,[]
1,113,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_THOUGHT""}, {""text"": ""Mr. Tumnus"", ""label"": ""MENTIONED_ONLY""}]"
1,114,"[{""text"": ""Mr. Tumnus"", ""label"": ""ADDRESSED""}]"
1,115,[]
1,116,[]
1,117,[]
1,118,[]
1,119,[]
1,120,[]
1,121,[]
1,122,[]
1,123,"[{""text"": ""Faun"", ""label"": ""ADDRESSED""}, {""text"": ""White Witch"", ""label"": ""MENTIONED_ONLY""}]"
1,124,"[{""text"": ""Daughter of Eve"", ""label"": ""ADDRESSED""}]"
1,125,"[{""text"": ""Faun"", ""label"": ""ACTIVE_PERFORMER""}]"
1,126,[]
1,127,"[{""text"": ""Faun"", ""label"": ""MENTIONED_ONLY""}]"
1,128,[]
1,129,[]
1,130,"[{""text"": ""Faun"", ""label"": ""ACTIVE_SPEAKER""}]"
1,131,"[{""text"": ""Professor"", ""label"": ""MENTIONED_ONLY""}]"
1,132,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_SPEAKER""}]"
1,133,[]
1,134,[]
1,135,"[{""text"": ""Mr. Tumnus"", ""label"": ""ADDRESSED""}]"
1,136,"[{""text"": ""Edmund"", ""label"": ""ACTIVE_SPEAKER""}]"
1,137,"[{""text"": ""Faun"", ""label"": ""ADDRESSED""}]"
1,138,[]
1,139,[]
1,140,[]
1,141,"[{""text"": ""White Witch"", ""label"": ""MENTIONED_ONLY""}]"
1,142,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_SPEAKER""}]"
1,143,[]
1,144,"[{""text"": ""Daughter of Eve"", ""label"": ""ADDRESSED""}]"
1,145,[]
1,146,[]
1,147,[]
1,148,[]
1,149,[]
1,150,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_PERFORMER""}]"
1,151,[]
1,152,"[{""text"": ""Edmund"", ""label"": ""ACTIVE_SPEAKER""}]"
1,153,[]
1,154,[]
1,155,"[{""text"": ""Faun"", ""label"": ""ACTIVE_SPEAKER""}]"
1,156,[]
1,157,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_SPEAKER""}]"
1,158,"[{""text"": ""Mr. Tumnus"", ""label"": ""ACTIVE_SPEAKER""}]"
1,159,"[{""text"": ""Mr. Tumnus"", ""label"": ""ACTIVE_SPEAKER""}]"
1,160,"[{""text"": ""Lucy"", ""label"": ""MENTIONED_ONLY""}]"
1,161,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_SPEAKER""}]"
1,162,[]
1,163,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_PERFORMER""}]"
1,164,"[{""text"": ""Faun"", ""label"": ""ACTIVE_SPEAKER""}]"
1,165,"[{""text"": ""Faun"", ""label"": ""ACTIVE_SPEAKER""}]"
1,166,"[{""text"": ""Edmund"", ""label"": ""ACTIVE_SPEAKER""}]"
1,167,[]
1,168,[]
1,169,[]
1,170,[]
1,171,[]
1,172,"[{""text"": ""Lucy"", ""label"": ""ADDRESSED""}, {""text"": ""Daughter of Eve"", ""label"": ""ADDRESSED""}, {""text"": ""Mr. Tumnus"", ""label"": ""ACTIVE_SPEAKER""}]"
1,173,"[{""text"": ""White Witch"", ""label"": ""MENTIONED_ONLY""}]"
1,174,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_PERFORMER""}]"
1,175,[]
1,176,[]
1,177,[]
1,178,[]
1,179,[]
1,180,[]
1,181,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_PERFORMER""}]"
1,182,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_SPEAKER""}]"
1,183,"[{""text"": ""Peter"", ""label"": ""ACTIVE_SPEAKER""}]"
1,184,[]
1,185,[]
1,186,"[{""text"": ""Faun"", ""label"": ""ACTIVE_SPEAKER""}]"
1,187,[]
1,188,"[{""text"": ""Daughter of Eve"", ""label"": ""ADDRESSED""}, {""text"": ""Faun"", ""label"": ""ACTIVE_SPEAKER""}]"
1,189,"[{""text"": ""Mr. Tumnus"", ""label"": ""ACTIVE_SPEAKER""}]"
1,190,"[{""text"": ""Peter"", ""label"": ""ACTIVE_SPEAKER""}]"
1,191,"[{""text"": ""White Witch"", ""label"": ""MENTIONED_ONLY""}]"
1,192,[]
1,193,[]
1,194,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_THOUGHT""}]"
1,195,[]
1,196,[]
1,197,[]
1,198,[]
1,199,[]
