sentence_id,sentence,entities
170,"Mr. Tumnus !  bawled Lucy in his ear , shaking him .","[{""text"": ""Mr. Tumnus"", ""label"": ""ADDRESSED""}, {""text"": ""Lucy"", ""label"": ""ACTIVE_SPEAKER""}]"
115,"Ah !  said Mr. Tumnus in a rather melancholy voice , "" if only I had worked harder at geography when I was a little Faun , I should no doubt know all about those strange countries .","[{""text"": ""Mr. Tumnus"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""Faun"", ""label"": ""ADDRESSED""}]"
8,"We 've fallen on our feet and no mistake , said Peter .","[{""text"": ""Peter"", ""label"": ""ACTIVE_SPEAKER""}]"
127,"If you will take my arm , Daughter of Eve ,  said Mr. Tumnus , "" I shall be able to hold the umbrella over both of us .","[{""text"": ""Daughter of Eve"", ""label"": ""ADDRESSED""}, {""text"": ""Mr. Tumnus"", ""label"": ""ACTIVE_SPEAKER""}]"
44,"Do stop grumbling , Ed , said Susan .","[{""text"": ""Ed"", ""label"": ""ADDRESSED""}]"
21,I tell you this is the sort of house where no one 's going to mind what we do .,[]
111,What 's that ?  said Lucy .,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_SPEAKER""}]"
121,"Daughter of Eve from the far land of Spare Oom where eternal summer reigns around the bright city of War Drobe , how would it be if you came and had tea with me ? ""","[{""text"": ""Daughter of Eve"", ""label"": ""ADDRESSED""}]"
164,What is the matter ?,[]
198,"I 'm a kidnapper for her , that 's what I am .",[]
200,"Would you believe that I 'm the sort of Faun to meet a poor innocent child in the wood , one that had never done me any harm , and pretend to be friendly with it , and invite it home to my cave , all for the sake of lulling it asleep and then handing it over to the White Witch ?","[{""text"": ""Faun"", ""label"": ""ADDRESSED""}, {""text"": ""White Witch"", ""label"": ""MENTIONED_ONLY""}]"
125,"Well , it 's very kind of you ,  said Lucy .","[{""text"": ""Lucy"", ""label"": ""ACTIVE_SPEAKER""}]"
88,And when he saw Lucy he gave such a start of surprise that he dropped all his parcels .,"[{""text"": ""Lucy"", ""label"": ""MENTIONED_ONLY""}]"
20,"No there wo n't , said Peter .","[{""text"": ""Peter"", ""label"": ""ACTIVE_SPEAKER""}]"
40,Foxes ! said Susan .,"[{""text"": ""Susan"", ""label"": ""ACTIVE_SPEAKER""}]"
114,"I -- I got in through the wardrobe in the spare room ,  said Lucy .","[{""text"": ""Lucy"", ""label"": ""ACTIVE_SPEAKER""}]"
182,But what have you done ?  asked Lucy .,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_SPEAKER""}]"
19,There 's sure to be a row if we 're heard talking here .,[]
46,"Ten to one it 'll clear up in an hour or so .
 And in the meantime we 're pretty well off .
 There 's a wireless and lots of books .",[]
135,"Now we sha n't be long ,  he said , and immediately put a kettle on .",[]
102,But I 've never seen a Son of Adam or a Daughter of Eve before .,"[{""text"": ""Son of Adam"", ""label"": ""MISCELLANEOUS""}, {""text"": ""Daughter of Eve"", ""label"": ""MISCELLANEOUS""}]"
169,"He merely took the handkerchief and kept on using it , wringing it out with both hands whenever it got too wet to be any more use , so that presently Lucy was standing in a damp patch .","[{""text"": ""Lucy"", ""label"": ""ACTIVE_PERFORMER""}]"
29,I shall go to bed now .,[]
66,Next moment she found that what was rubbing against her face and hands was no longer soft fur but something hard and rough and even prickly .,[]
27,"It 's an owl , said Peter .","[{""text"": ""Peter"", ""label"": ""ACTIVE_SPEAKER""}]"
123,But I was wondering whether I ought to be getting back .,[]
79,And soon after that a very strange person stepped out from among the trees into the light of the lamp - post .,[]
187,Taken service under the White Witch .,"[{""text"": ""White Witch"", ""label"": ""MENTIONED_ONLY""}]"
105,"Delighted , delighted ,  he went on .",[]
73,"( She had , of course , left the door open , for she knew that it is a very silly thing to shut oneself into a wardrobe . )",[]
7,"As soon as they had said good night to the Professor and gone upstairs on the first night , the boys came into the girls ' room and they all talked it over .",[]
157,The others will be wondering what has happened to me .,[]
176,"I do n't think you 're a bad Faun at all ,  said Lucy .","[{""text"": ""Faun"", ""label"": ""ADDRESSED""}, {""text"": ""Lucy"", ""label"": ""ACTIVE_SPEAKER""}]"
56,"Looking into the inside , she saw several coats hanging up -- mostly long fur coats .",[]
159,"Whatever is the matter ? "" for the Faun 's brown eyes had filled with tears and then the tears began trickling down his cheeks , and soon they were running off the end of his nose ; and at last he covered his face with his hands and began to howl .","[{""text"": ""Faun"", ""label"": ""ACTIVE_PERFORMER""}]"
72,"She looked back over her shoulder and there , between the dark tree - trunks , she could still see the open doorway of the wardrobe and even catch a glimpse of the empty room from which she had set out .",[]
110,Narnia ?,[]
124,"It 's only just round the corner ,  said the Faun , "" and there 'll be a roaring fire -- and toast -- and sardines -- and cake . ""","[{""text"": ""Faun"", ""label"": ""ACTIVE_SPEAKER""}]"
1,"Once there were four children whose names were Peter , Susan , Edmund and Lucy .","[{""text"": ""Peter"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Susan"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Edmund"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Lucy"", ""label"": ""MENTIONED_ONLY""}]"
151,"Oh Mr. Tumnus -- I 'm so sorry to stop you , and I do love that tune -- but really , I must go home .","[{""text"": ""Mr. Tumnus"", ""label"": ""ADDRESSED""}]"
109,"And may I ask , O Lucy , Daughter of Eve ,  said Mr. Tumnus , "" how you have come into Narnia ? ""","[{""text"": ""Lucy"", ""label"": ""ADDRESSED""}, {""text"": ""Daughter of Eve"", ""label"": ""ADDRESSED""}, {""text"": ""Mr. Tumnus"", ""label"": ""ACTIVE_SPEAKER""}]"
45,"Do stop grumbling , Ed , said Susan .","[{""text"": ""Susan"", ""label"": ""ACTIVE_SPEAKER""}]"
119,It is summer there .,[]
85,"One of his hands , as I have said , held the umbrella : in the other arm he carried several brown paper parcels .",[]
84,"He had a strange , but pleasant little face with a short pointed beard and curly hair , and out of the hair there stuck two horns , one on each side of his forehead .",[]
152,I only meant to stay for a few minutes .,[]
69,Something cold and soft was falling on her .,[]
9,This is going to be perfectly splendid .,[]
86,What with the parcels and the snow it looked just as if he had been doing his Christmas shopping .,[]
57,"There was nothing Lucy liked so much as the smell and feel of fur. She immediately stepped into the wardrobe and got in among the coats and rubbed her face against them , leaving the door open , of course , because she knew that it is very foolish to shut oneself into any wardrobe .","[{""text"": ""Lucy"", ""label"": ""ACTIVE_PERFORMER""}]"
43,"They had just finished breakfast with the Professor and were upstairs in the room he had set apart for them -- a long , low room with two windows looking out in one direction and two in another .","[{""text"": ""Professor"", ""label"": ""MENTIONED_ONLY""}]"
14,"Like what ? said Susan ; "" and anyway , it 's time you were in bed . ""","[{""text"": ""Susan"", ""label"": ""ACTIVE_SPEAKER""}]"
148,Then to cheer himself up he took out from its case on the dresser a strange little flute that looked as if it were made of straw and began to play .,[]
155,What do you mean ?,[]
177,I think you are a very good Faun .,"[{""text"": ""Faun"", ""label"": ""ADDRESSED""}]"
22,"Anyway , they wo n't hear us .",[]
77,In about ten minutes she reached it and found that it was a lamp - post .,[]
130,And so Lucy found herself walking through the wood arm in arm with this strange creature as if they had known one another all their lives .,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_PERFORMER""}]"
58,Soon she went further in and found that there was a second row of coats hanging up behind the first one .,[]
131,They had not gone far before they came to a place where the ground became rough and there were rocks all about and little hills up and little hills down .,[]
149,And the tune he played made Lucy want to cry and laugh and dance and go to sleep all at the same time .,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_THOUGHT""}]"
145,He had wonderful tales to tell of life in the forest .,[]
74,It seemed to be still daylight there .,[]
104,That is to say --  and then he stopped as if he had been going to say something he had not intended but had remembered in time,[]
78,"As she stood looking at it , wondering why there was a lamp - post in the middle of a wood and wondering what to do next , she heard a pitter patter of feet coming towards her .",[]
98,You are in fact Human ?,[]
150,"It must have been hours later when she shook herself and said ,",[]
107,My name is Tumnus .,"[{""text"": ""Tumnus"", ""label"": ""ACTIVE_SPEAKER""}]"
113,"And you -- you have come from the wild woods of the west ? """,[]
162,Do n't !,[]
13,Do n't go on talking like that .,[]
138,"In one corner there was a door which Lucy thought must lead to Mr. Tumnus ' bedroom , and on one wall was a shelf full of books .","[{""text"": ""Lucy"", ""label"": ""ACTIVE_THOUGHT""}, {""text"": ""Mr. Tumnus"", ""label"": ""MENTIONED_ONLY""}]"
173,"You ought to be ashamed of yourself , a great big Faun like you .","[{""text"": ""Faun"", ""label"": ""ADDRESSED""}]"
17,"And who are you to say when I 'm to go to bed ?
 Go to bed yourself .",[]
70,A moment later she found that she was standing in the middle of a wood at night - time with snow under her feet and snowflakes falling through the air .,[]
59,It was almost quite dark in there and she kept her arms stretched out in front of her so as not to bump her face into the back of the wardrobe .,[]
196,But what does she pay you for ?,[]
186,"Like what I 've done ,  said the Faun .","[{""text"": ""Faun"", ""label"": ""ACTIVE_SPEAKER""}]"
95,"My name 's Lucy , said she , not quite understanding him .","[{""text"": ""Lucy"", ""label"": ""ACTIVE_SPEAKER""}]"
16,"Trying to talk like Mother , said Edmund .","[{""text"": ""Edmund"", ""label"": ""ACTIVE_SPEAKER""}]"
184,"He would never have done a thing like this . """,[]
139,Lucy looked at these while he was setting out the tea things .,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_PERFORMER""}]"
117,"But they are n't countries at all ,  said Lucy , almost laughing .","[{""text"": ""Mr. Tumnus"", ""label"": ""ACTIVE_SPEAKER""}]"
60,She took a step further in -- then two or three steps -- always expecting to feel woodwork against the tips of her fingers .,[]
11,"I think he 's an old dear , said Susan .","[{""text"": ""Susan"", ""label"": ""ACTIVE_SPEAKER""}]"
63,Then she noticed that there was something crunching under her feet .,[]
97,"Of course I 'm a girl , said Lucy .","[{""text"": ""Lucy"", ""label"": ""ACTIVE_SPEAKER""}]"
15,"Trying to talk like Mother , said Edmund .","[{""text"": ""Mother"", ""label"": ""MENTIONED_ONLY""}]"
52,There was nothing else in the room at all except a dead blue - bottle on the window - sill .,[]
50,"The first few doors they tried led only into spare bedrooms , as everyone had expected that they would ; but soon they came to a very long room full of pictures and there they found a suit of armour ; and after that was a room all hung with green , with a harp in one corner ; and then came three steps down and five steps up , and then a kind of little upstairs hall and a door that led out onto a balcony , and then a whole series of rooms that led into each other and were lined with books -- most of them very old books and some bigger than a Bible in a church .",[]
68,"And then she saw that there was a light ahead of her ; not a few inches away where the back of the wardrobe ought to have been , but a long way off .",[]
126,But I sha n't be able to stay long .,[]
23,"It 's about ten minutes ' walk from here down to that dining room , and any amount of stairs and passages in between",[]
96,But you are -- forgive me -- you are what they call a girl ? asked the Faun .,"[{""text"": ""Faun"", ""label"": ""ACTIVE_SPEAKER""}]"
133,As soon as they were inside she found herself blinking in the light of a wood fire .,[]
193,It 's she that makes it always winter .,[]
106,Allow me to introduce myself .,[]
108,"I am very pleased to meet you , Mr. Tumnus ,  said Lucy .","[{""text"": ""Mr. Tumnus"", ""label"": ""ADDRESSED""}, {""text"": ""Lucy"", ""label"": ""ACTIVE_SPEAKER""}]"
134,"Then Mr. Tumnus stooped and took a flaming piece of wood out of the fire with a neat little pair of tongs , and lit a lamp .","[{""text"": ""Mr. Tumnus"", ""label"": ""ACTIVE_PERFORMER""}]"
140,"They had titles like _The Life and Letters of Silenus_ or _Nymphs and Their Ways_ or _Men , Monks and Gamekeepers ; a Study in Popular Legend_ or _Is Man a Myth_ ?",[]
143,"There was a nice brown egg , lightly boiled , for each of them , and then sardines on toast , and then buttered toast , and then toast with honey , and then a sugar - topped cake .",[]
165,Are n't you well ?,[]
128,That 's the way .,[]
116,"It is too late now . """,[]
75,"I can always get back if anything goes wrong , thought Lucy .","[{""text"": ""Lucy"", ""label"": ""ACTIVE_THOUGHT""}]"
10,That old chap will let us do anything we like .,[]
199,"Look at me , Daughter of Eve .","[{""text"": ""Daughter of Eve"", ""label"": ""ADDRESSED""}]"
53,"Nothing there ! said Peter , and they all trooped out again -- all except Lucy .","[{""text"": ""Peter"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""Lucy"", ""label"": ""ACTIVE_PERFORMER""}]"
181,I do n't suppose there ever was a worse Faun since the beginning of the world,"[{""text"": ""Faun"", ""label"": ""ADDRESSED""}]"
146,"He told about the midnight dances and how the Nymphs who lived in the wells and the Dryads who lived in the trees came out to dance with the Fauns ; about long hunting parties after the milk - white Stag who could give you wishes if you caught him ; about feasting and treasure - seeking with the wild Red Dwarfs in deep mines and caverns far beneath the forest floor ; and then about summer when the woods were green and old Silenus on his fat donkey would come to visit them , and sometimes Bacchus himself , and then the streams would run with wine instead of water and the whole forest would give itself up to jollification for weeks on end .","[{""text"": ""Silenus"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Bacchus"", ""label"": ""MENTIONED_ONLY""}]"
31,You might find anything in a place like this .,[]
35,There might be stags .,[]
120,"Meanwhile ,  said Mr. Tumnus , "" it is winter in Narnia , and has been for ever so long , and we shall both catch cold if we stand here talking in the snow .","[{""text"": ""Mr. Tumnus"", ""label"": ""ACTIVE_SPEAKER""}]"
34,There might be eagles .,[]
81,"From the waist upwards he was like a man , but his legs were shaped like a goat 's ( the hair on them was glossy black ) and instead of feet he had goat 's hoofs .",[]
185,A thing like what ?  said Lucy .,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_SPEAKER""}]"
49,"It was the sort of house that you never seem to come to the end of , and it was full of unexpected places .",[]
93,"Good evening , good evening , said the Faun .","[{""text"": ""Faun"", ""label"": ""ACTIVE_SPEAKER""}]"
161,Mr. Tumnus !  said Lucy in great distress .,"[{""text"": ""Mr. Tumnus"", ""label"": ""ADDRESSED""}, {""text"": ""Lucy"", ""label"": ""ACTIVE_SPEAKER""}]"
163,Do n't !,[]
189,I 'm in the pay of the White Witch .,"[{""text"": ""White Witch"", ""label"": ""MENTIONED_ONLY""}]"
160,Mr. Tumnus !,"[{""text"": ""Mr. Tumnus"", ""label"": ""ADDRESSED""}]"
188,That 's what I am .,[]
47,"Not for me , said Peter , "" I 'm going to explore in the house . ""","[{""text"": ""Peter"", ""label"": ""ACTIVE_SPEAKER""}]"
137,"It was a little , dry , clean cave of reddish stone with a carpet on the floor and two little chairs ( "" one for me and one for a friend , "" said Mr. Tumnus ) and a table and a dresser and a mantelpiece over the fire and above that a picture of an old Faun with a grey beard .","[{""text"": ""Mr. Tumnus"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""Faun"", ""label"": ""MISCELLANEOUS""}]"
33,And the woods ?,[]
195,How awful !  said Lucy .,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_SPEAKER""}]"
147,"Not that it is n't always winter now ,  he added gloomily .",[]
62,"This must be a simply enormous wardrobe ! thought Lucy , going still further in and pushing the soft folds of the coats aside to make room for her .","[{""text"": ""Lucy"", ""label"": ""ACTIVE_THOUGHT""}]"
48,Everyone agreed to this and that was how the adventures began .,[]
100,"To be sure , to be sure , said the Faun .","[{""text"": ""Faun"", ""label"": ""ACTIVE_SPEAKER""}]"
136,Lucy thought she had never been in a nicer place .,[]
83,He had a red woollen muffler round his neck and his skin was rather reddish too .,[]
38,Badgers ! said Lucy .,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_SPEAKER""}]"
179,"Oh -- oh -- you would n't say that if you knew ,  replied Mr. Tumnus between his sobs .","[{""text"": ""Mr. Tumnus"", ""label"": ""ACTIVE_SPEAKER""}]"
191,Who is she ?,[]
25,It was a far larger house than she had ever been in before and the thought of all those long passages and rows of doors leading into empty rooms was beginning to make her feel a little creepy .,[]
32,Did you see those mountains as we came along ?,[]
89,Goodness gracious me ! exclaimed the Faun .,"[{""text"": ""Faun"", ""label"": ""ACTIVE_SPEAKER""}]"
