chapter_id,sentence_id,predicted_entities
2,63,"[{""text"": ""the Faun"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Nymphs"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Dryads"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Fauns"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Stag"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Red Dwarfs"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Silenus"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Bacchus"", ""label"": ""MENTIONED_ONLY""}]"
2,64,"[{""text"": ""he"", ""label"": ""ACTIVE_SPEAKER""}]"
2,65,"[{""text"": ""he"", ""label"": ""ACTIVE_PERFORMER""}]"
2,66,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_THOUGHT""}]"
2,67,"[{""text"": ""Faun"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Lucy"", ""label"": ""ACTIVE_THOUGHT""}]"
2,68,[]
2,69,"[{""text"": ""Mr. Tumnus"", ""label"": ""ADDRESSED""}]"
2,70,"[{""text"": ""I"", ""label"": ""ACTIVE_SPEAKER""}]"
2,71,"[{""text"": ""the Faun"", ""label"": ""ACTIVE_SPEAKER""}]"
2,72,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_SPEAKER""}]"
2,73,[]
2,74,[]
2,75,"[{""text"": ""me"", ""label"": ""ACTIVE_THOUGHT""}]"
2,76,"[{""text"": ""Mr. Tumnus"", ""label"": ""ADDRESSED""}]"
2,77,"[{""text"": ""the Faun"", ""label"": ""ACTIVE_THOUGHT""}]"
2,78,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""Mr. Tumnus"", ""label"": ""ADDRESSED""}]"
2,79,[]
2,80,[]
2,81,[]
2,82,"[{""text"": ""the Faun"", ""label"": ""ACTIVE_THOUGHT""}]"
2,83,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""him"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""her"", ""label"": ""ACTIVE_PERFORMER""}]"
2,84,[]
2,85,"[{""text"": ""he"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Lucy"", ""label"": ""ACTIVE_PERFORMER""}]"
2,86,"[{""text"": ""Mr. Tumnus"", ""label"": ""ADDRESSED""}, {""text"": ""Lucy"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""him"", ""label"": ""ACTIVE_PERFORMER""}]"
2,87,[]
2,88,[]
2,89,"[{""text"": ""Mr. Tumnus"", ""label"": ""ACTIVE_SPEAKER""}]"
2,90,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_SPEAKER""}]"
2,91,"[{""text"": ""you"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""Faun"", ""label"": ""MENTIONED_ONLY""}]"
2,92,"[{""text"": ""Mr. Tumnus"", ""label"": ""ACTIVE_SPEAKER""}]"
2,93,"[{""text"": ""Faun"", ""label"": ""MENTIONED_ONLY""}]"
2,94,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_SPEAKER""}]"
2,95,"[{""text"": ""Mr. Tumnus"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""old father"", ""label"": ""MENTIONED_ONLY""}]"
2,96,"[{""text"": ""his"", ""label"": ""MENTIONED_ONLY""}]"
2,97,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_SPEAKER""}]"
2,98,"[{""text"": ""the Faun"", ""label"": ""ACTIVE_SPEAKER""}]"
2,99,"[{""text"": ""White Witch"", ""label"": ""MENTIONED_ONLY""}]"
2,100,"[{""text"": ""White Witch"", ""label"": ""ACTIVE_SPEAKER""}]"
2,101,"[{""text"": ""she"", ""label"": ""MENTIONED_ONLY""}]"
2,102,"[{""text"": ""she"", ""label"": ""MENTIONED_ONLY""}]"
2,103,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_SPEAKER""}]"
2,104,"[{""text"": ""she"", ""label"": ""MENTIONED_ONLY""}]"
2,105,"[{""text"": ""Mr. Tumnus"", ""label"": ""ACTIVE_SPEAKER""}]"
2,106,"[{""text"": ""I"", ""label"": ""ACTIVE_SPEAKER""}]"
2,107,"[{""text"": ""Daughter of Eve"", ""label"": ""ADDRESSED""}, {""text"": ""Faun"", ""label"": ""MENTIONED_ONLY""}]"
2,108,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_SPEAKER""}]"
2,109,"[{""text"": ""the Faun"", ""label"": ""ACTIVE_SPEAKER""}]"
2,110,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_SPEAKER""}]"
2,111,"[{""text"": ""the Faun"", ""label"": ""ACTIVE_SPEAKER""}]"
2,112,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_SPEAKER""}]"
2,113,"[{""text"": ""Daughter of Eve"", ""label"": ""ADDRESSED""}, {""text"": ""the Faun"", ""label"": ""ACTIVE_SPEAKER""}]"
2,114,"[{""text"": ""I"", ""label"": ""ACTIVE_SPEAKER""}]"
2,115,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_SPEAKER""}]"
2,116,"[{""text"": ""you"", ""label"": ""ACTIVE_SPEAKER""}]"
2,117,"[{""text"": ""Mr. Tumnus"", ""label"": ""ACTIVE_SPEAKER""}]"
2,118,"[{""text"": ""Son of Adam"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Daughter of Eve"", ""label"": ""MENTIONED_ONLY""}]"
2,119,"[{""text"": ""I"", ""label"": ""MENTIONED_ONLY""}]"
2,120,"[{""text"": ""I"", ""label"": ""MENTIONED_ONLY""}]"
2,121,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""Mr. Tumnus"", ""label"": ""ADDRESSED""}]"
2,122,"[{""text"": ""you"", ""label"": ""ADDRESSED""}]"
2,123,[]
2,124,"[{""text"": ""he"", ""label"": ""ACTIVE_SPEAKER""}]"
2,125,"[{""text"": ""she"", ""label"": ""MENTIONED_ONLY""}]"
2,126,"[{""text"": ""my"", ""label"": ""ACTIVE_THOUGHT""}]"
2,127,"[{""text"": ""Faun"", ""label"": ""MENTIONED_ONLY""}]"
2,128,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""Mr. Tumnus"", ""label"": ""ADDRESSED""}]"
2,129,"[{""text"": ""the Faun"", ""label"": ""ACTIVE_SPEAKER""}]"
2,130,"[{""text"": ""Humans"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""you"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Witch"", ""label"": ""MENTIONED_ONLY""}]"
2,131,"[{""text"": ""I"", ""label"": ""ACTIVE_SPEAKER""}]"
2,132,"[{""text"": ""Mr. Tumnus"", ""label"": ""ACTIVE_SPEAKER""}]"
2,133,"[{""text"": ""her"", ""label"": ""MENTIONED_ONLY""}]"
2,134,[]
2,135,"[{""text"": ""Mr. Tumnus"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Lucy"", ""label"": ""ACTIVE_PERFORMER""}]"
2,136,[]
2,137,"[{""text"": ""Tumnus"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""Daughter of Eve"", ""label"": ""ADDRESSED""}]"
2,138,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_PERFORMER""}]"
2,139,"[{""text"": ""I"", ""label"": ""ACTIVE_SPEAKER""}]"
2,140,"[{""text"": ""the Faun"", ""label"": ""ACTIVE_SPEAKER""}]"
2,141,"[{""text"": ""her"", ""label"": ""MENTIONED_ONLY""}]"
2,142,[]
2,143,"[{""text"": ""the Faun"", ""label"": ""ACTIVE_SPEAKER""}]"
2,144,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""him"", ""label"": ""ACTIVE_PERFORMER""}]"
2,145,"[{""text"": ""you"", ""label"": ""ACTIVE_SPEAKER""}]"
2,146,"[{""text"": ""he"", ""label"": ""ACTIVE_SPEAKER""}]"
2,147,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_SPEAKER""}]"
2,148,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_PERFORMER""}]"
2,149,[]
2,150,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_SPEAKER""}]"
2,151,[]
3,1,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_PERFORMER""}]"
3,2,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_SPEAKER""}]"
3,3,"[{""text"": ""Lucy"", ""label"": ""ADDRESSED""}, {""text"": ""Susan"", ""label"": ""ACTIVE_SPEAKER""}]"
3,4,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_SPEAKER""}]"
3,5,"[{""text"": ""Peter"", ""label"": ""ACTIVE_SPEAKER""}]"
3,6,"[{""text"": ""Lu"", ""label"": ""ADDRESSED""}]"
3,7,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_SPEAKER""}]"
3,8,"[{""text"": ""Batty"", ""label"": ""MISCELLANEOUS""}, {""text"": ""Edmund"", ""label"": ""ACTIVE_SPEAKER""}]"
3,9,"[{""text"": ""Lu"", ""label"": ""ADDRESSED""}, {""text"": ""Peter"", ""label"": ""ACTIVE_SPEAKER""}]"
3,10,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_SPEAKER""}]"
3,11,[]
3,12,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_SPEAKER""}]"
3,13,"[{""text"": ""Susan"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""Lucy"", ""label"": ""ADDRESSED""}]"
3,14,"[{""text"": ""Peter"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""she"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Lu"", ""label"": ""ADDRESSED""}]"
3,15,"[{""text"": ""Peter"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""Lu"", ""label"": ""ADDRESSED""}]"
3,16,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""Peter"", ""label"": ""ADDRESSED""}]"
3,17,"[{""text"": ""magic wardrobe"", ""label"": ""MISCELLANEOUS""}, {""text"": ""Faun"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""witch"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Narnia"", ""label"": ""MISCELLANEOUS""}]"
3,18,[]
3,19,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_PERFORMER""}]"
3,20,"[{""text"": ""Susan"", ""label"": ""ACTIVE_SPEAKER""}]"
3,21,[]
3,22,"[{""text"": ""Peter"", ""label"": ""ACTIVE_PERFORMER""}]"
3,23,"[{""text"": ""Peter"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""Lu"", ""label"": ""ADDRESSED""}]"
3,24,[]
3,25,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_SPEAKER""}]"
3,26,[]
3,27,"[{""text"": ""Peter"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""Lu"", ""label"": ""ADDRESSED""}]"
3,28,[]
3,29,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_PERFORMER""}]"
3,30,[]
3,31,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_THOUGHT""}]"
3,32,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_THOUGHT""}]"
3,33,[]
3,34,"[{""text"": ""Lucy"", ""label"": ""MENTIONED_ONLY""}]"
3,35,"[{""text"": ""The two elder ones"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Edmund"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Lucy"", ""label"": ""MENTIONED_ONLY""}]"
3,36,"[{""text"": ""He"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Lucy"", ""label"": ""MENTIONED_ONLY""}]"
3,37,[]
3,38,[]
3,39,[]
3,40,[]
3,41,[]
3,42,"[{""text"": ""Susan"", ""label"": ""MENTIONED_ONLY""}]"
3,43,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_PERFORMER""}]"
3,44,"[{""text"": ""She"", ""label"": ""ACTIVE_THOUGHT""}]"
3,45,"[{""text"": ""she"", ""label"": ""ACTIVE_THOUGHT""}, {""text"": ""Narnia"", ""label"": ""MISCELLANEOUS""}, {""text"": ""Faun"", ""label"": ""MENTIONED_ONLY""}]"
3,46,"[{""text"": ""The house"", ""label"": ""MISCELLANEOUS""}, {""text"": ""she"", ""label"": ""ACTIVE_THOUGHT""}]"
3,47,"[{""text"": ""she"", ""label"": ""ACTIVE_PERFORMER""}]"
3,48,"[{""text"": ""she"", ""label"": ""ACTIVE_PERFORMER""}]"
3,49,"[{""text"": ""she"", ""label"": ""ACTIVE_PERFORMER""}]"
3,50,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Edmund"", ""label"": ""MENTIONED_ONLY""}]"
3,51,"[{""text"": ""He"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Lucy"", ""label"": ""MENTIONED_ONLY""}]"
3,52,"[{""text"": ""He"", ""label"": ""ACTIVE_PERFORMER""}]"
3,53,"[{""text"": ""Susan"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Edmund"", ""label"": ""ACTIVE_SPEAKER""}]"
3,54,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_PERFORMER""}]"
3,55,"[{""text"": ""He"", ""label"": ""ACTIVE_THOUGHT""}]"
3,56,"[{""text"": ""Edmund"", ""label"": ""ACTIVE_PERFORMER""}]"
3,57,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""Lu"", ""label"": ""ADDRESSED""}]"
3,58,[]
3,59,"[{""text"": ""Edmund"", ""label"": ""ACTIVE_THOUGHT""}]"
3,60,"[{""text"": ""He"", ""label"": ""ACTIVE_PERFORMER""}]"
3,61,"[{""text"": ""Lucy"", ""label"": ""MENTIONED_ONLY""}]"
3,62,"[{""text"": ""He"", ""label"": ""ACTIVE_THOUGHT""}]"
3,63,"[{""text"": ""He"", ""label"": ""ACTIVE_PERFORMER""}]"
3,64,"[{""text"": ""Lucy"", ""label"": ""ADDRESSED""}, {""text"": ""Lu"", ""label"": ""ADDRESSED""}]"
3,65,[]
3,66,"[{""text"": ""Edmund"", ""label"": ""MENTIONED_ONLY""}]"
3,67,"[{""text"": ""he"", ""label"": ""ACTIVE_THOUGHT""}]"
3,68,"[{""text"": ""Edmund"", ""label"": ""ACTIVE_SPEAKER""}]"
3,69,[]
3,70,"[{""text"": ""Lucy"", ""label"": ""ACTIVE_SPEAKER""}]"
3,71,[]
3,72,"[{""text"": ""he"", ""label"": ""ACTIVE_THOUGHT""}]"
3,73,"[{""text"": ""Lucy"", ""label"": ""MENTIONED_ONLY""}]"
3,74,"[{""text"": ""Edmund"", ""label"": ""ACTIVE_THOUGHT""}]"
3,75,[]
3,76,"[{""text"": ""Lucy"", ""label"": ""ADDRESSED""}, {""text"": ""Lucy"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""Edmund"", ""label"": ""ACTIVE_SPEAKER""}]"
3,77,[]
3,78,"[{""text"": ""She"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Edmund"", ""label"": ""ACTIVE_THOUGHT""}]"
3,79,"[{""text"": ""Lu"", ""label"": ""ADDRESSED""}]"
3,80,[]
3,81,[]
3,82,"[{""text"": ""a girl"", ""label"": ""MISCELLANEOUS""}, {""text"": ""Edmund"", ""label"": ""ACTIVE_SPEAKER""}]"
3,83,[]
3,84,[]
3,85,"[{""text"": ""Lady"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Dwarf"", ""label"": ""MENTIONED_ONLY""}]"
3,86,"[{""text"": ""the Dwarf"", ""label"": ""ACTIVE_PERFORMER""}]"
3,87,[]
3,88,"[{""text"": ""Dwarf"", ""label"": ""MENTIONED_ONLY""}]"
3,89,"[{""text"": ""a great lady"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Edmund"", ""label"": ""MENTIONED_ONLY""}]"
3,90,[]
3,91,[]
3,92,"[{""text"": ""the Dwarf"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Edmund"", ""label"": ""MENTIONED_ONLY""}]"
3,93,"[{""text"": ""the Lady"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""the Dwarf"", ""label"": ""ACTIVE_PERFORMER""}]"
3,94,[]
3,95,"[{""text"": ""the Lady"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""Edmund"", ""label"": ""ACTIVE_THOUGHT""}]"
3,96,"[{""text"": ""Edmund"", ""label"": ""ACTIVE_SPEAKER""}]"
3,97,"[{""text"": ""he"", ""label"": ""ACTIVE_THOUGHT""}]"
3,98,"[{""text"": ""The Lady"", ""label"": ""ACTIVE_PERFORMER""}]"
3,99,"[{""text"": ""Queen"", ""label"": ""MENTIONED_ONLY""}]"
3,100,"[{""text"": ""your Majesty"", ""label"": ""ADDRESSED""}, {""text"": ""Edmund"", ""label"": ""ACTIVE_SPEAKER""}]"
3,101,"[{""text"": ""Queen of Narnia"", ""label"": ""ADDRESSED""}, {""text"": ""she"", ""label"": ""ACTIVE_SPEAKER""}]"
3,102,[]
3,103,[]
3,104,"[{""text"": ""your Majesty"", ""label"": ""ADDRESSED""}, {""text"": ""Edmund"", ""label"": ""ACTIVE_SPEAKER""}]"
3,105,[]
4,1,"[{""text"": ""the Queen"", ""label"": ""ACTIVE_SPEAKER""}]"
4,2,"[{""text"": ""your Majesty"", ""label"": ""ADDRESSED""}, {""text"": ""Edmund"", ""label"": ""ACTIVE_SPEAKER""}]"
4,3,"[{""text"": ""A boy"", ""label"": ""MISCELLANEOUS""}, {""text"": ""she"", ""label"": ""ACTIVE_SPEAKER""}]"
4,4,"[{""text"": ""Son of Adam"", ""label"": ""MENTIONED_ONLY""}]"
4,5,"[{""text"": ""Edmund"", ""label"": ""ACTIVE_PERFORMER""}]"
4,6,"[{""text"": ""He"", ""label"": ""ACTIVE_THOUGHT""}]"
4,7,"[{""text"": ""the Queen"", ""label"": ""ACTIVE_SPEAKER""}]"
4,8,[]
4,9,"[{""text"": ""your Majesty"", ""label"": ""ADDRESSED""}, {""text"": ""Edmund"", ""label"": ""ACTIVE_SPEAKER""}]"
4,10,"[{""text"": ""the Queen"", ""label"": ""ACTIVE_SPEAKER""}]"
