sentence_id,sentence,entities
20,""" Now do n't you get fussing , there 's a dear , "" said Mrs. Beaver , "" but just get half a dozen clean handkerchiefs out of that drawer .","[{""text"": ""Mrs. Beaver"", ""canonical"": ""Mrs. Beaver"", ""label"": ""ACTIVE_SPEAKER""}]"
21,"' Course we 've got a hope .","[]"
22,"We ca n't get there _before_ her but we can keep under cover and go by ways she wo n't expect and perhaps we 'll get through . ""","[{""text"": ""her"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""she"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]"
23,""" That 's true enough , Mrs. Beaver , "" said her husband .","[{""text"": ""Mrs. Beaver"", ""canonical"": ""Mrs. Beaver"", ""label"": ""ADDRESSED""}, {""text"": ""her husband"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_SPEAKER""}]"
24,""" But it 's time we were out of this . ""","[]"
25,""" And do n't you start fussing either , Mr. Beaver , "" said his wife .","[{""text"": ""Mr. Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ADDRESSED""}, {""text"": ""his wife"", ""canonical"": ""Mrs. Beaver"", ""label"": ""ACTIVE_SPEAKER""}]"
26,""" There .","[]"
27,"That 's better .","[]"
28,"There 's four loads and the smallest for the smallest of us : that 's you , my dear , "" she added looking at Lucy .","[{""text"": ""she"", ""canonical"": ""Mrs. Beaver"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ADDRESSED""}]"
29,""" Oh , do please come on , "" said Lucy .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
30,""" Well , I 'm nearly ready now , "" answered Mrs. Beaver at last allowing her husband to help her into her snow boots .","[{""text"": ""Mrs. Beaver"", ""canonical"": ""Mrs. Beaver"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""her husband"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_PERFORMER""}]"
31,""" I suppose the sewing machine 's too heavy to bring ? ""","[]"
32,""" Yes .","[]"
33,"It _is_ , "" said Mr. Beaver .","[{""text"": ""Mr. Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_SPEAKER""}]"
34,""" A great deal too heavy .","[]"
35,"And you do n't think you 'll be able to use it while we 're on the run , I suppose ? ""","[]"
36,""" I ca n't abide the thought of that Witch fiddling with it , "" said Mrs. Beaver , "" and breaking it or stealing it , as likely as not . ""","[{""text"": ""Witch"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Mrs. Beaver"", ""canonical"": ""Mrs. Beaver"", ""label"": ""ACTIVE_SPEAKER""}]"
37,""" Oh , please , please , please , do hurry ! "" said the three children .","[{""text"": ""the three children"", ""canonical"": ""Peter Pevensie"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""the three children"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""the three children"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
38,"And so at last they all got outside and Mr. Beaver locked the door ( "" It 'll delay her a bit , "" he said ) and they set off , all carrying their loads over their shoulders .","[{""text"": ""Mr. Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""her"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]"
39,"The snow had stopped and the moon had come out when they began their journey .","[]"
40,"They went in single file -- first Mr. Beaver , then Lucy , then Peter , then Susan , and Mrs. Beaver last of all .","[{""text"": ""Mr. Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Mrs. Beaver"", ""canonical"": ""Mrs. Beaver"", ""label"": ""ACTIVE_PERFORMER""}]"
41,"Mr. Beaver led them across the dam and onto the right bank of the river and then along a very rough sort of path among the trees right down by the river - bank .","[{""text"": ""Mr. Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_PERFORMER""}]"
42,"The sides of the valley , shining in the moonlight , towered up far above them on either hand .","[]"
43,""" Best keep down here as much as possible , "" he said .","[{""text"": ""he"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_SPEAKER""}]"
44,""" She 'll have to keep to the top , for you could n't bring a sledge down here . ""","[{""text"": ""She"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]"
45,"It would have been a pretty enough scene to look at it through a window from a comfortable armchair ; and even as things were , Lucy enjoyed it at first .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]"
46,"But as they went on walking and walking -- and walking -- and as the sack she was carrying felt heavier and heavier , she began to wonder how she was going to keep up at all .","[{""text"": ""she"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]"
47,"And she stopped looking at the dazzling brightness of the frozen river with all its waterfalls of ice and at the white masses of the tree - tops and the great glaring moon and the countless stars and could only watch the little short legs of Mr. Beaver going pad - pad - pad - pad through the snow in front of her as if they were never going to stop .","[{""text"": ""she"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Mr. Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_PERFORMER""}]"
48,"Then the moon disappeared and the snow began to fall once more .","[]"
49,"And at last Lucy was so tired that she was almost asleep and walking at the same time when suddenly she found that Mr. Beaver had turned away from the river bank to the right and was leading them steeply uphill into the very thickest bushes .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_THOUGHT""}, {""text"": ""Mr. Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_PERFORMER""}]"
50,"And then as she came fully awake she found that Mr. Beaver was just vanishing into a little hole in the bank which had been almost hidden under the bushes until you were quite on top of it .","[{""text"": ""she"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Mr. Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_PERFORMER""}]"
51,"In fact , by the time she realised what was happening , only his short flat tail was showing .","[{""text"": ""she"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_THOUGHT""}, {""text"": ""his"", ""canonical"": ""Mr. Beaver"", ""label"": ""MENTIONED_ONLY""}]"
52,"Lucy immediately stooped down and crawled in after him .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""him"", ""canonical"": ""Mr. Beaver"", ""label"": ""MENTIONED_ONLY""}]"
53,"Then she heard noises of scrambling and puffing and panting behind her and in a moment all five of them were inside .","[{""text"": ""she"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]"
54,""" Wherever is this ? "" said Peter 's voice , sounding tired and pale in the darkness .","[{""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
55,"( I hope you know what I mean by a voice sounding pale . )","[]"
56,""" It 's an old hiding - place for beavers in bad times , "" said Mr. Beaver , "" and a great secret .","[{""text"": ""Mr. Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_SPEAKER""}]"
57,"It 's not much of a place but we must get a few hours ' sleep . ""","[]"
58,""" If you had n't all been in such a plaguey fuss when we were starting , I 'd have brought some pillows , "" said Mrs. Beaver .","[{""text"": ""Mrs. Beaver"", ""canonical"": ""Mrs. Beaver"", ""label"": ""ACTIVE_SPEAKER""}]"
59,"It was n't nearly such a nice cave as Mr. Tumnus 's , Lucy thought -- just a hole in the ground but dry and earthy .","[{""text"": ""Mr. Tumnus"", ""canonical"": ""Mr. Tumnus"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]"
60,"It was very small so that when they all lay down they were all a bundle of fur and clothes together , and what with that and being warmed up by their long walk they were really rather snug .","[]"
61,"If only the floor of the cave had been a little smoother !","[]"
62,"Then Mrs. Beaver handed round in the dark a little flask out of which everyone drank something -- it made one cough and splutter a little and stung the throat but it also made you feel deliciously warm after you 'd swallowed it -- and everyone went straight to sleep .","[{""text"": ""Mrs. Beaver"", ""canonical"": ""Mrs. Beaver"", ""label"": ""ACTIVE_PERFORMER""}]"
63,"It seemed to Lucy only the next minute ( though really it was hours and hours later ) when she woke up feeling a little cold and dreadfully stiff and thinking how she would like a hot bath .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]"
64,"Then she felt a set of long whiskers tickling her cheek and saw the cold daylight coming in through the mouth of the cave .","[{""text"": ""she"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]"
65,"But immediately after that she was very wide awake indeed , and so was everyone else .","[{""text"": ""she"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]"
66,"In fact they were all sitting up with their mouths and eyes wide open , listening to a sound which was the very sound they 'd all been thinking of ( and sometimes imagining they heard ) during their walk last night .","[]"
67,"It was a sound of jingling bells .","[]"
68,"Mr. Beaver was out of the cave like a flash the moment he heard it .","[{""text"": ""Mr. Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_PERFORMER""}]"
69,"Perhaps you think , as Lucy thought for a moment , that this was a very silly thing for him to do ?","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_THOUGHT""}, {""text"": ""him"", ""canonical"": ""Mr. Beaver"", ""label"": ""MENTIONED_ONLY""}]"
70,"But it was really a very sensible one .","[]"
71,"He knew he could scramble to the top of the bank among bushes and brambles without being seen ; and he wanted above all things to see which way the Witch 's sledge went .","[{""text"": ""He"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_THOUGHT""}, {""text"": ""Witch"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]"
72,"The others all sat in the cave waiting and wondering .","[]"
73,"They waited nearly five minutes .","[]"
74,"Then they heard something that frightened them very much .","[]"
75,"They heard voices .","[]"
76,""" Oh , "" thought Lucy , "" he 's been seen .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_THOUGHT""}, {""text"": ""he"", ""canonical"": ""Mr. Beaver"", ""label"": ""MENTIONED_ONLY""}]"
77,"She 's caught him ! ""","[{""text"": ""She"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""him"", ""canonical"": ""Mr. Beaver"", ""label"": ""MENTIONED_ONLY""}]"
78,"Great was their surprise when , a little later , they heard Mr. Beaver 's voice calling to them from just outside the cave .","[{""text"": ""Mr. Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_PERFORMER""}]"
79,""" It 's all right , "" he was shouting .","[{""text"": ""he"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_SPEAKER""}]"
80,""" Come out , Mrs. Beaver .","[{""text"": ""Mrs. Beaver"", ""canonical"": ""Mrs. Beaver"", ""label"": ""ADDRESSED""}]"
81,"Come out , Sons and Daughters of Adam and Eve .","[{""text"": ""Sons and Daughters of Adam and Eve"", ""canonical"": ""Peter Pevensie"", ""label"": ""ADDRESSED""}, {""text"": ""Sons and Daughters of Adam and Eve"", ""canonical"": ""Susan Pevensie"", ""label"": ""ADDRESSED""}, {""text"": ""Sons and Daughters of Adam and Eve"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ADDRESSED""}]"
82,"It 's all right !","[]"
83,"It is n't _her_ ! ""","[{""text"": ""her"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]"
84,"This was bad grammar of course , but that is how beavers talk when they are excited ; I mean , in Narnia -- in our world they usually do n't talk at all .","[]"
85,"So Mrs. Beaver and the children came bundling out of the cave , all blinking in the daylight , and with earth all over them , and looking very frowsty and unbrushed and uncombed and with the sleep in their eyes .","[{""text"": ""Mrs. Beaver"", ""canonical"": ""Mrs. Beaver"", ""label"": ""ACTIVE_PERFORMER""}]"
86,""" Come on ! "" cried Mr. Beaver , who was almost dancing with delight .","[{""text"": ""Mr. Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_SPEAKER""}]"
87,""" Come and see !","[]"
88,"This is a nasty knock for the Witch !","[{""text"": ""Witch"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]"
89,"It looks as if her power was already crumbling . ""","[{""text"": ""her"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]"
90,""" What _do_ you mean , Mr. Beaver ? "" panted Peter as they all scrambled up the steep bank of the valley together .","[{""text"": ""Mr. Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ADDRESSED""}, {""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
91,""" Did n't I tell you , "" answered Mr. Beaver , "" that she 'd made it always winter and never Christmas ?","[{""text"": ""Mr. Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""she"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]"
92,"Did n't I tell you ?","[]"
93,"Well , just come and see ! ""","[]"
94,"And then they were all at the top and did see .","[]"
95,"It _was_ a sledge , and it _was_ reindeer with bells on their harness .","[]"
96,"But they were far bigger than the Witch 's reindeer , and they were not white but brown .","[{""text"": ""Witch"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]"
97,"And on the sledge sat a person whom everyone knew the moment they set eyes on him .","[]"
98,"He was a huge man in a bright red robe ( bright as holly - berries ) with a hood that had fur inside it and a great white beard that fell like a foamy waterfall over his chest .","[{""text"": ""He"", ""canonical"": ""Father Christmas"", ""label"": ""MENTIONED_ONLY""}]"
99,"Everyone knew him because , though you see people of his sort only in Narnia , you see pictures of them and hear them talked about even in our world -- the world on this side of the wardrobe door .","[{""text"": ""him"", ""canonical"": ""Father Christmas"", ""label"": ""MENTIONED_ONLY""}]"
100,"But when you really see them in Narnia it is rather different .","[]"
101,"Some of the pictures of Father Christmas in our world make him look only funny and jolly .","[{""text"": ""Father Christmas"", ""canonical"": ""Father Christmas"", ""label"": ""MENTIONED_ONLY""}]"
102,"But now that the children actually stood looking at him they did n't find it quite like that .","[{""text"": ""him"", ""canonical"": ""Father Christmas"", ""label"": ""MENTIONED_ONLY""}]"
103,"He was so big , and so glad , and so real , that they all became quite still .","[{""text"": ""He"", ""canonical"": ""Father Christmas"", ""label"": ""MENTIONED_ONLY""}]"
104,"They felt very glad , but also solemn .","[]"
105,""" I 've come at last , "" said he .","[{""text"": ""he"", ""canonical"": ""Father Christmas"", ""label"": ""ACTIVE_SPEAKER""}]"
106,""" She has kept me out for a long time , but I have got in at last .","[{""text"": ""She"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]"
107,"Aslan is on the move .","[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]"
108,"The Witch 's magic is weakening . ""","[{""text"": ""Witch"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]"
109,"And Lucy felt running through her that deep shiver of gladness which you only get if you are being solemn and still .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]"
110,""" And now , "" said Father Christmas , "" for your presents .","[{""text"": ""Father Christmas"", ""canonical"": ""Father Christmas"", ""label"": ""ACTIVE_SPEAKER""}]"
111,"There is a new and better sewing machine for you , Mrs. Beaver .","[{""text"": ""Mrs. Beaver"", ""canonical"": ""Mrs. Beaver"", ""label"": ""ADDRESSED""}]"
112,"I will drop it in your house as I pass . ""","[]"
113,""" If you please , sir , "" said Mrs. Beaver , making a curtsey .","[{""text"": ""Mrs. Beaver"", ""canonical"": ""Mrs. Beaver"", ""label"": ""ACTIVE_SPEAKER""}]"
114,""" It 's locked up . ""","[]"
115,""" Locks and bolts make no difference to me , "" said Father Christmas .","[{""text"": ""Father Christmas"", ""canonical"": ""Father Christmas"", ""label"": ""ACTIVE_SPEAKER""}]"
116,""" And as for you , Mr. Beaver , when you get home you will find your dam finished and mended and all the leaks stopped and a new sluice gate fitted . ""","[{""text"": ""Mr. Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ADDRESSED""}]"
117,"Mr. Beaver was so pleased that he opened his mouth very wide and then found he could n't say anything at all .","[{""text"": ""Mr. Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_THOUGHT""}]"
118,""" Peter , Adam 's Son , "" said Father Christmas .","[{""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ADDRESSED""}, {""text"": ""Adam 's Son"", ""canonical"": ""Peter Pevensie"", ""label"": ""ADDRESSED""}, {""text"": ""Father Christmas"", ""canonical"": ""Father Christmas"", ""label"": ""ACTIVE_SPEAKER""}]"
119,""" Here , Sir , "" said Peter .","[{""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
120,""" These are your presents , "" was the answer , "" and they are tools not toys .","[{""text"": ""the answer"", ""canonical"": ""Father Christmas"", ""label"": ""ACTIVE_SPEAKER""}]"
121,"The time to use them is perhaps near at hand .","[]"
122,"Bear them well . ""","[]"
123,"With these words he handed to Peter a shield and a sword .","[{""text"": ""he"", ""canonical"": ""Father Christmas"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""MENTIONED_ONLY""}]"
124,"The shield was the colour of silver and across it there ramped a red lion , as bright as a ripe strawberry at the moment when you pick it .","[]"
125,"The hilt of the sword was of gold and it had a sheath and a sword belt and everything it needed , and it was just the right size and weight for Peter to use .","[{""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""MENTIONED_ONLY""}]"
126,"Peter was silent and solemn as he received these gifts for he felt they were a very serious kind of present .","[{""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]"
127,""" Susan , Eve 's Daughter , "" said Father Christmas .","[{""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ADDRESSED""}, {""text"": ""Eve 's Daughter"", ""canonical"": ""Susan Pevensie"", ""label"": ""ADDRESSED""}, {""text"": ""Father Christmas"", ""canonical"": ""Father Christmas"", ""label"": ""ACTIVE_SPEAKER""}]"
128,""" These are for you , "" and he handed her a bow and a quiver full of arrows and a little ivory horn .","[{""text"": ""he"", ""canonical"": ""Father Christmas"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""her"", ""canonical"": ""Susan Pevensie"", ""label"": ""MENTIONED_ONLY""}]"
129,""" You must use the bow only in great need , "" he said , "" for I do not mean you to fight in the battle .","[{""text"": ""he"", ""canonical"": ""Father Christmas"", ""label"": ""ACTIVE_SPEAKER""}]"
130,"It does not easily miss. And when you put this horn to your lips and blow it , then , wherever you are , I think help of some kind will come to you . ""","[]"
131,"Last of all he said , "" Lucy , Eve 's Daughter , "" and Lucy came forward .","[{""text"": ""he"", ""canonical"": ""Father Christmas"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ADDRESSED""}, {""text"": ""Eve 's Daughter"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ADDRESSED""}, {""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]"
132,"He gave her a little bottle of what looked like glass ( but people said afterwards that it was made of diamond ) and a small dagger .","[{""text"": ""He"", ""canonical"": ""Father Christmas"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""her"", ""canonical"": ""Lucy Pevensie"", ""label"": ""MENTIONED_ONLY""}]"
133,""" In this bottle , "" he said , "" there is a cordial made of the juice of one of the fire - flowers that grow in the mountains of the sun .","[{""text"": ""he"", ""canonical"": ""Father Christmas"", ""label"": ""ACTIVE_SPEAKER""}]"
134,"If you or any of your friends are hurt , a few drops of this will restore you .","[]"
135,"And the dagger is to defend yourself at great need .","[]"
136,"For you also are not to be in the battle . ""","[]"
137,""" Why , Sir , "" said Lucy .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
138,""" I think -- I do n't know -- but I think I could be brave enough . ""","[]"
139,""" That is not the point , "" he said .","[{""text"": ""he"", ""canonical"": ""Father Christmas"", ""label"": ""ACTIVE_SPEAKER""}]"
140,""" But battles are ugly when women fight .","[]"
141,"And now "" -- here he suddenly looked less grave -- "" here is something for the moment for you all ! "" and he brought out ( I suppose from the big bag at his back , but nobody quite saw him do it ) a large tray containing five cups and saucers , a bowl of lump sugar , a jug of cream , and a great big teapot all sizzling and piping hot .","[{""text"": ""he"", ""canonical"": ""Father Christmas"", ""label"": ""ACTIVE_PERFORMER""}]"
142,"Then he cried out "" A Merry Christmas !","[{""text"": ""he"", ""canonical"": ""Father Christmas"", ""label"": ""ACTIVE_SPEAKER""}]"
143,"Long live the true King ! "" and cracked his whip and he and the reindeer and the sledge and all were out of sight before anyone realised that they had started .","[{""text"": ""he"", ""canonical"": ""Father Christmas"", ""label"": ""ACTIVE_PERFORMER""}]"
144,"Peter had just drawn his sword out of its sheath and was showing it to Mr. Beaver when Mrs. Beaver said :","[{""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Mr. Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Mrs. Beaver"", ""canonical"": ""Mrs. Beaver"", ""label"": ""ACTIVE_SPEAKER""}]"
145,""" Now then , now then !","[]"
146,"Do n't stand talking there till the tea 's got cold .","[]"
147,"Just like men .","[]"
148,"Come and help to carry the tray down and we 'll have breakfast .","[]"
149,"What a mercy I thought of bringing the bread - knife . ""","[]"
150,"So down the steep bank they went and back to the cave , and Mr. Beaver cut some of the bread and ham into sandwiches and Mrs. Beaver poured out the tea and everyone enjoyed himself .","[{""text"": ""Mr. Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Mrs. Beaver"", ""canonical"": ""Mrs. Beaver"", ""label"": ""ACTIVE_PERFORMER""}]"
151,"But long before they had finished enjoying themselves Mr. Beaver said , "" Time to be moving on now . ""","[{""text"": ""Mr. Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_SPEAKER""}]"
