"sentence_id","sentence","entities"
"14","I wonder could we take it off ?","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
"15",""" So they tried .","[{""text"": ""they"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""they"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]"
"16","And after a lot of working at it ( for their fingers were cold and it was now the darkest part of the night ) they succeeded .","[{""text"": ""they"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""they"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]"
"17","And when they saw his face without it they burst out crying again and kissed it and fondled it and wiped away the blood and the foam as well as they could .","[{""text"": ""they"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""they"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""his"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]"
"18","And it was all more lonely and hopeless and horrid than I know how to describe .","[]"
"19",""" I wonder could we untie him as well ?","[{""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""him"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]"
"20",""" said Susan presently .","[{""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
"21","But the enemies , out of pure spitefulness had drawn the cords so tight that the girls could make nothing of the knots .","[{""text"": ""the girls"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""the girls"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]"
"22","I hope no one who reads this book has been quite as miserable as Susan and Lucy were that night ; but if you have been -- if you 've been up all night and cried till you have no more tears left in you -- you will know that there comes in the end a sort of quietness .","[{""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""MENTIONED_ONLY""}]"
"23","You feel as if nothing was ever going to happen again .","[]"
"24","At any rate that was how it felt to these two .","[{""text"": ""these two"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_THOUGHT""}, {""text"": ""these two"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]"
"25","Hours and hours seemed to go by in this dead calm , and they hardly noticed that they were getting colder and colder .","[{""text"": ""they"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_THOUGHT""}, {""text"": ""they"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]"
"26","But at last Lucy noticed two other things .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]"
"27","One was that the sky on the East side of the hill was a little less dark than it had been an hour ago .","[]"
"28","The other was some tiny movement going on in the grass at her feet .","[{""text"": ""her"", ""canonical"": ""Lucy Pevensie"", ""label"": ""MENTIONED_ONLY""}]"
"29","At first she took no interest in this .","[{""text"": ""she"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]"
"30","What did it matter ?","[]"
"31","Nothing mattered now !","[]"
"32","But at last she saw that whatever - it - was had begun to move up the upright stones of the Stone Table .","[{""text"": ""she"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]"
"33","And now whatever - they - were were moving about on Aslan 's body .","[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]"
"34","She peered closer .","[{""text"": ""She"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]"
"35","They were little grey things .","[]"
"36",""" Ugh !","[{""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
"37",""" said Susan from the other side of the Table .","[{""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
"38",""" How beastly !","[{""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
"39","There are horrid little mice crawling over him .","[{""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""him"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]"
"40","Go away , you little beasts .","[{""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
"41",""" And she raised her hand to frighten them away .","[{""text"": ""she"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]"
"42",""" Wait !","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
"43",""" said Lucy who had been looking at them more closely still .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
"44",""" Can you see what they 're doing ?","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
"45",""" Both girls bent down and stared .","[{""text"": ""Both girls"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Both girls"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]"
"46",""" I do believe !","[{""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
"47",""" said Susan .","[{""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
"48",""" But how queer .","[{""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
"49","They 're nibbling away at the cords !","[{""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
"50",""" "" That 's what I thought , "" said Lucy .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
"51",""" I think they 're friendly mice .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
"52","Poor little things -- they do n't realise he 's dead .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""he"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]"
"53","They think it 'll do some good untying him .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""him"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]"
"54",""" It was quite definitely lighter by now .","[]"
"55","Each of the girls noticed for the first time the white face of the other .","[{""text"": ""the girls"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_THOUGHT""}, {""text"": ""the girls"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]"
"56","They could see the mice nibbling away ; dozens and dozens , even hundreds , of little field mice .","[{""text"": ""They"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""They"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]"
"57","And at last , one by one , the ropes were all gnawed through .","[]"
"58","The sky in the East was whitish by now and the stars were getting fainter -- all except one very big one low down on the Eastern horizon .","[]"
"59","They felt colder than they had been all night .","[{""text"": ""They"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_THOUGHT""}, {""text"": ""They"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]"
"60","The mice crept away again .","[]"
"61","The girls cleared away the remains of the gnawed ropes .","[{""text"": ""The girls"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""The girls"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]"
"62","Aslan looked more like himself without them .","[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]"
"63","Every moment his dead face looked nobler , as the light grew and they could see it better .","[{""text"": ""his"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""they"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""they"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]"
"64","In the wood behind them a bird gave a chuckling sound .","[]"
"65","It had been so still for hours and hours that it startled them .","[{""text"": ""them"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_THOUGHT""}, {""text"": ""them"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]"
"66","Then another bird answered it .","[]"
"67","Soon there were birds singing all over the place .","[]"
"68","It was quite definitely early morning now , not late night .","[]"
"69",""" I 'm so cold , "" said Lucy .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
"70",""" So am I , "" said Susan .","[{""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
"71",""" Let 's walk about a bit .","[{""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
"72",""" They walked to the Eastern edge of the hill and looked down .","[{""text"": ""They"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""They"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]"
"73","The one big star had almost disappeared .","[]"
"74","The country all looked dark grey , but beyond , at the very end of the world , the sea showed pale .","[]"
"75","The sky began to turn red .","[]"
"76","They walked to and fro more times than they could count between the dead Aslan and the Eastern ridge , trying to keep warm ; and oh , how tired their legs felt .","[{""text"": ""They"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""They"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]"
"77","Then at last , as they stood for a moment looking out towards the sea and Cair Paravel ( which they could now just make out ) the red turned to gold along the line where the sea and the sky met and very slowly up came the edge of the sun .","[{""text"": ""they"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""they"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]"
"78","At that moment they heard from behind them a loud noise -- a great cracking , deafening noise as if a giant had broken a giant 's plate .","[{""text"": ""they"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""they"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]"
"79",""" What 's that ?","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
"80",""" said Lucy , clutching Susan 's arm .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""MENTIONED_ONLY""}]"
"81",""" I -- I feel afraid to turn round , "" said Susan ; "" something awful is happening .","[{""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
"82",""" "" They 're doing something worse to _him_ , "" said Lucy .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""_him_"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]"
"83",""" Come on !","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
"84",""" And she turned , pulling Susan round with her .","[{""text"": ""she"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]"
"85","The rising of the sun had made everything look so different -- all the colours and shadows were changed -- that for a moment they did n't see the important thing .","[{""text"": ""they"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""they"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]"
"86","Then they did .","[{""text"": ""they"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""they"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]"
"87","The Stone Table was broken into two pieces by a great crack that ran down it from end to end ; and there was no Aslan .","[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]"
"88",""" Oh , oh , oh !","[{""text"": ""the two girls"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""the two girls"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
"89",""" cried the two girls rushing back to the Table .","[{""text"": ""the two girls"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""the two girls"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
"90",""" Oh , it 's _too_ bad , "" sobbed Lucy ; "" they might have left the body alone .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
"91",""" "" Who 's done it ?","[{""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
"92",""" cried Susan .","[{""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
"93",""" What does it mean ?","[{""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
"94","Is it more magic ?","[{""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
"95",""" "" Yes !","[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_SPEAKER""}]"
"96",""" said a great voice behind their backs .","[{""text"": ""a great voice"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_SPEAKER""}]"
"97",""" It is more magic .","[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_SPEAKER""}]"
"98",""" They looked round .","[{""text"": ""They"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""They"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]"
"99","There , shining in the sunrise , larger than they had seen him before , shaking his mane ( for it had apparently grown again ) stood Aslan himself .","[{""text"": ""they"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""they"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_PERFORMER""}]"
"100",""" Oh , Aslan !","[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""ADDRESSED""}]"
"101",""" cried both the children , staring up at him , almost as much frightened as they were glad .","[{""text"": ""the children"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""the children"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""him"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]"
"102",""" Are n't you dead then , dear Aslan ?","[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""ADDRESSED""}, {""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
"103",""" said Lucy .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
"104",""" Not now , "" said Aslan .","[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_SPEAKER""}]"
"105",""" You 're not -- not a -- ?","[{""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
"106",""" asked Susan in a shaky voice .","[{""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
"107","She could n't bring herself to say the word _ghost_ .","[{""text"": ""She"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]"
"108","Aslan stooped his golden head and licked her forehead .","[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""her"", ""canonical"": ""Susan Pevensie"", ""label"": ""MENTIONED_ONLY""}]"
"109","The warmth of his breath and a rich sort of smell that seemed to hang about his hair came all over her .","[{""text"": ""his"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""her"", ""canonical"": ""Susan Pevensie"", ""label"": ""MENTIONED_ONLY""}]"
"110",""" Do I look it ?","[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_SPEAKER""}]"
"111",""" he said .","[{""text"": ""he"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_SPEAKER""}]"
"112",""" Oh , you 're real , you 're real !","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
"113","Oh , Aslan !","[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""ADDRESSED""}, {""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
"114",""" cried Lucy and both girls flung themselves upon him and covered him with kisses .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""both girls"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""both girls"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""him"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]"
"115",""" But what does it all mean ?","[{""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
"116",""" asked Susan when they were somewhat calmer .","[{""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
"117",""" It means , "" said Aslan , "" that though the Witch knew the Deep Magic , there is a magic deeper still which she did not know .","[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""the Witch"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]"
"118","Her knowledge goes back only to the dawn of Time .","[{""text"": ""Her"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]"
"119","But if she could have looked a little further back , into the stillness and the darkness before Time dawned , she would have read there a different incantation .","[{""text"": ""she"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]"
"120","She would have known that when a willing victim who had committed no treachery was killed in a traitor 's stead , the Table would crack and Death itself would start working backwards .","[{""text"": ""She"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]"
"121","And now -- "" Oh yes .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
"122","Now ?","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
"123",""" said Lucy jumping up and clapping her hands .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
"124",""" Oh , children , "" said the Lion , "" I feel my strength coming back to me .","[{""text"": ""the Lion"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""children"", ""canonical"": ""Susan Pevensie"", ""label"": ""ADDRESSED""}, {""text"": ""children"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ADDRESSED""}]"
"125","Oh , children , catch me if you can !","[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""children"", ""canonical"": ""Susan Pevensie"", ""label"": ""ADDRESSED""}, {""text"": ""children"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ADDRESSED""}]"
"126",""" He stood for a second , his eyes very bright , his limbs quivering , lashing himself with his tail .","[{""text"": ""He"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_PERFORMER""}]"
"127","Then he made a leap high over their heads and landed on the other side of the Table .","[{""text"": ""he"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_PERFORMER""}]"
"128","Laughing , though she did n't know why , Lucy scrambled over it to reach him .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""him"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]"
"129","Aslan leaped again .","[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_PERFORMER""}]"
"130","A mad chase began .","[]"
"131","Round and round the hill - top he led them , now hopelessly out of their reach , now letting them almost catch his tail , now diving between them , now tossing them in the air with his huge and beautifully velveted paws and catching them again , and now stopping unexpectedly so that all three of them rolled over together in a happy laughing heap of fur and arms and legs .","[{""text"": ""he"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""them"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""them"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]"
"132","It was such a romp as no one has ever had except in Narnia ; and whether it was more like playing with a thunderstorm or playing with a kitten Lucy could never make up her mind .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]"
"133","And the funny thing was that when all three finally lay together panting in the sun the girls no longer felt in the least tired or hungry or thirsty .","[{""text"": ""the girls"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_THOUGHT""}, {""text"": ""the girls"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]"
"134",""" And now , "" said Aslan presently , "" to business .","[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_SPEAKER""}]"
"135","I feel I am going to roar .","[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_SPEAKER""}]"
"136","You had better put your fingers in your ears .","[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_SPEAKER""}]"
"137",""" And they did .","[{""text"": ""they"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""they"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]"
"138","And Aslan stood up and when he opened his mouth to roar his face became so terrible that they did not dare to look at it .","[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""they"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_THOUGHT""}, {""text"": ""they"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]"
