sentence_id,sentence,entities
19,"While he was still chewing away the first dwarf came back and announced that the sledge was ready .","[{""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""dwarf"", ""canonical"": ""Dwarf"", ""label"": ""ACTIVE_SPEAKER""}]"
20,"The White Witch rose and went out , ordering Edmund to go with her .","[{""text"": ""White Witch"", ""canonical"": ""Jadis"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""MENTIONED_ONLY""}]"
21,"The snow was again falling as they came into the courtyard but she took no notice of that and made Edmund sit beside her on the sledge .","[{""text"": ""she"", ""canonical"": ""Jadis"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]"
22,"But before they drove off she called Fenris Ulf and he came bounding like an enormous dog to the side of the sledge .","[{""text"": ""she"", ""canonical"": ""Jadis"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Fenris Ulf"", ""canonical"": ""Fenris Ulf"", ""label"": ""ACTIVE_PERFORMER""}]"
23,""" Take with you the swiftest of your wolves and go at once to the house of the Beavers , "" said the Witch , "" and kill whatever you find there .","[{""text"": ""Witch"", ""canonical"": ""Jadis"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""Beavers"", ""canonical"": ""Mr. Beaver"", ""label"": ""MENTIONED_ONLY""}]"
24,"If they are already gone , then make all speed to the Stone Table , but do not be seen .","[]"
25,"Wait for me there in hiding .","[]"
26,"I meanwhile must go many miles to the West before I find a place where I can drive across the river .","[{""text"": ""I"", ""canonical"": ""Jadis"", ""label"": ""ACTIVE_SPEAKER""}]"
27,"You may overtake these humans before they reach the Stone Table .","[]"
28,"You will know what to do if you find them ! ""","[]"
29,""" I hear and obey , O Queen , "" growled the Wolf ; and immediately he shot away into the snow and darkness , as quickly as a horse can gallop .","[{""text"": ""Queen"", ""canonical"": ""Jadis"", ""label"": ""ADDRESSED""}, {""text"": ""Wolf"", ""canonical"": ""Fenris Ulf"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""he"", ""canonical"": ""Fenris Ulf"", ""label"": ""ACTIVE_PERFORMER""}]"
30,"In a few minutes he had called another wolf and was with him down on the dam and sniffing at the Beavers ' house .","[{""text"": ""he"", ""canonical"": ""Fenris Ulf"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Beavers"", ""canonical"": ""Mr. Beaver"", ""label"": ""MENTIONED_ONLY""}]"
31,"But of course they found it empty .","[{""text"": ""they"", ""canonical"": ""Fenris Ulf"", ""label"": ""ACTIVE_PERFORMER""}]"
32,"It would have been a dreadful thing for the Beavers and the children if the night had remained fine , for the wolves would then have been able to follow their trail -- and ten to one would have overtaken them before they had got to the cave .","[{""text"": ""Beavers"", ""canonical"": ""Mr. Beaver"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""children"", ""canonical"": ""Pevensie Children"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""wolves"", ""canonical"": ""Fenris Ulf"", ""label"": ""MENTIONED_ONLY""}]"
33,"But now that the snow had begun again the scent was cold and even the footprints were covered up .","[]"
34,"Meanwhile the Dwarf whipped up the reindeer and the Witch and Edmund drove out under the archway and on and away into the darkness and the cold .","[{""text"": ""Dwarf"", ""canonical"": ""Dwarf"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Witch"", ""canonical"": ""Jadis"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]"
35,"This was a terrible journey for Edmund who had no coat .","[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""MENTIONED_ONLY""}]"
36,"Before they had been going a quarter of an hour all the front of him was covered with snow -- he soon stopped trying to shake it off because , as quickly as he did that , a new lot gathered , and he was so tired .","[{""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]"
37,"Soon he was wet to the skin .","[{""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""MENTIONED_ONLY""}]"
38,"And oh , how miserable he was .","[{""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]"
39,"It did n't look now as if the Witch intended to make him a King !","[{""text"": ""Witch"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""him"", ""canonical"": ""Edmund Pevensie"", ""label"": ""MENTIONED_ONLY""}]"
40,"All the things he had said to make himself believe that she was good and kind and that her side was really the right side sounded to him silly now .","[{""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}, {""text"": ""she"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]"
41,"He would have given anything to meet the others at this moment -- even Peter !","[{""text"": ""He"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}, {""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""MENTIONED_ONLY""}]"
42,"The only way to comfort himself now was to try to believe that the whole thing was a dream and that he might wake up at any moment .","[{""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]"
43,"And as they went on , hour after hour , it did come to seem like a dream .","[]"
44,"This lasted longer than I could describe even if I wrote pages and pages about it .","[]"
45,"But I will skip on to the time when the snow had stopped and the morning had come and they were racing along in the daylight .","[]"
46,"And still they went on and on , with no sound but the everlasting swish of the snow and the creaking of the reindeer 's harness .","[]"
47,"And then at last the Witch said , "" What have we here ?","[{""text"": ""Witch"", ""canonical"": ""Jadis"", ""label"": ""ACTIVE_SPEAKER""}]"
48,"Stop ! "" and they did .","[]"
49,"How Edmund hoped she was going to say something about breakfast !","[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}, {""text"": ""she"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]"
50,"But she had stopped for quite a different reason .","[{""text"": ""she"", ""canonical"": ""Jadis"", ""label"": ""ACTIVE_PERFORMER""}]"
51,"A little way off at the foot of a tree sat a merry party , a squirrel and his wife with their children and two satyrs and a dwarf and an old dog - fox , all on stools round a table .","[{""text"": ""squirrel"", ""canonical"": ""Squirrel"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""satyrs"", ""canonical"": ""Satyrs"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""dwarf"", ""canonical"": ""Party Dwarf"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""dog - fox"", ""canonical"": ""Fox"", ""label"": ""MENTIONED_ONLY""}]"
52,"Edmund could n't quite see what they were eating , but it smelled lovely and there seemed to be decorations of holly and he was n't at all sure that he did n't see something like a plum pudding .","[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]"
53,"At the moment when the sledge stopped , the Fox , who was obviously the oldest person present , had just risen to its feet , holding a glass in its right paw as if it was going to say something .","[{""text"": ""Fox"", ""canonical"": ""Fox"", ""label"": ""ACTIVE_PERFORMER""}]"
54,"But when the whole party saw the sledge stopping and who was in it , all the gaiety went out of their faces .","[]"
55,"The father squirrel stopped eating with his fork half - way to his mouth and one of the satyrs stopped with its fork actually in its mouth , and the baby squirrels squealed with terror .","[{""text"": ""father squirrel"", ""canonical"": ""Squirrel"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""satyrs"", ""canonical"": ""Satyrs"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""baby squirrels"", ""canonical"": ""Squirrel Children"", ""label"": ""ACTIVE_PERFORMER""}]"
56,""" What is the meaning of this ? "" asked the Witch Queen .","[{""text"": ""Witch Queen"", ""canonical"": ""Jadis"", ""label"": ""ACTIVE_SPEAKER""}]"
57,"Nobody answered .","[]"
58,""" Speak , vermin ! "" she said again .","[{""text"": ""she"", ""canonical"": ""Jadis"", ""label"": ""ACTIVE_SPEAKER""}]"
59,""" Or do you want my dwarf to find you a tongue with his whip ?","[{""text"": ""dwarf"", ""canonical"": ""Dwarf"", ""label"": ""MENTIONED_ONLY""}]"
60,"What is the meaning of all this gluttony , this waste , this self indulgence ?","[]"
61,"Where did you get all these things ? ""","[]"
62,""" Please , your Majesty , "" said the Fox , "" we were given them .","[{""text"": ""your Majesty"", ""canonical"": ""Jadis"", ""label"": ""ADDRESSED""}, {""text"": ""Fox"", ""canonical"": ""Fox"", ""label"": ""ACTIVE_SPEAKER""}]"
63,"And if I might make so bold as to drink your Majesty 's very good health -- ""","[{""text"": ""your Majesty"", ""canonical"": ""Jadis"", ""label"": ""ADDRESSED""}]"
64,""" Who gave them to you ? "" said the Witch .","[{""text"": ""Witch"", ""canonical"": ""Jadis"", ""label"": ""ACTIVE_SPEAKER""}]"
65,""" F-F-F - Father Christmas , "" stammered the Fox .","[{""text"": ""Father Christmas"", ""canonical"": ""Father Christmas"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Fox"", ""canonical"": ""Fox"", ""label"": ""ACTIVE_SPEAKER""}]"
66,""" What ? "" roared the Witch , springing from the sledge and taking a few strides nearer to the terrified animals .","[{""text"": ""Witch"", ""canonical"": ""Jadis"", ""label"": ""ACTIVE_SPEAKER""}]"
67,""" He has not been here !","[{""text"": ""He"", ""canonical"": ""Father Christmas"", ""label"": ""MENTIONED_ONLY""}]"
68,"He can not have been here !","[{""text"": ""He"", ""canonical"": ""Father Christmas"", ""label"": ""MENTIONED_ONLY""}]"
69,"How dare you -- but no .","[]"
70,"Say you have been lying and you shall even now be forgiven . ""","[]"
71,"At that moment one of the young squirrels lost its head completely .","[{""text"": ""young squirrels"", ""canonical"": ""Squirrel Children"", ""label"": ""ACTIVE_PERFORMER""}]"
72,""" He has -- he has -- he has ! "" it squeaked beating its little spoon on the table .","[{""text"": ""He"", ""canonical"": ""Father Christmas"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""it"", ""canonical"": ""Squirrel Children"", ""label"": ""ACTIVE_SPEAKER""}]"
73,"Edmund saw the Witch bite her lips so that a drop of blood appeared on her white cheek .","[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Witch"", ""canonical"": ""Jadis"", ""label"": ""ACTIVE_PERFORMER""}]"
74,"Then she raised her wand .","[{""text"": ""she"", ""canonical"": ""Jadis"", ""label"": ""ACTIVE_PERFORMER""}]"
75,""" Oh do n't , do n't , please do n't , "" shouted Edmund , but even while he was shouting she had waved her wand and instantly where the merry party had been there were only statues of creatures ( one with its stone fork fixed forever half - way to its stone mouth ) seated round a stone table on which there were stone plates and a stone plum pudding .","[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""she"", ""canonical"": ""Jadis"", ""label"": ""ACTIVE_PERFORMER""}]"
76,""" As for you , "" said the Witch , giving Edmund a stunning blow on the face as she re-mounted the sledge , "" let that teach you to ask favour for spies and traitors .","[{""text"": ""you"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ADDRESSED""}, {""text"": ""Witch"", ""canonical"": ""Jadis"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]"
77,"Drive on ! ""","[]"
78,"And Edmund for the first time in this story felt sorry for someone besides himself .","[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]"
79,"It seemed so pitiful to think of those little stone figures sitting there all the silent days and all the dark nights , year after year , till the moss grew on them and at last even their faces crumbled away .","[]"
80,"Now they were steadily racing on again .","[]"
81,"And soon Edmund noticed that the snow which splashed against them as they rushed through it was much wetter than it had been all last night .","[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]"
82,"At the same time he noticed that he was feeling much less cold .","[{""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]"
83,"It was also becoming foggy .","[]"
84,"In fact every minute it grew both foggier and warmer .","[]"
85,"And the sledge was not running nearly as well as it had been running up till now .","[]"
86,"At first he thought this was because the reindeer were tired , but soon he saw that that could n't be the real reason .","[{""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]"
87,"The sledge jerked , and skidded , and kept on jolting as if it had struck against stones .","[]"
88,"And however the Dwarf whipped the poor reindeer the sledge went slower and slower .","[{""text"": ""Dwarf"", ""canonical"": ""Dwarf"", ""label"": ""ACTIVE_PERFORMER""}]"
89,"There also seemed to be a curious noise all round them but the noise of their driving and jolting and the Dwarf 's shouting at the reindeer prevented Edmund from hearing what it was , until suddenly the sledge stuck so fast that it would n't go on at all .","[{""text"": ""Dwarf"", ""canonical"": ""Dwarf"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""MENTIONED_ONLY""}]"
90,"When that happened there was a moment 's silence .","[]"
91,"And in that silence Edmund could at last listen to the other noise properly .","[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]"
92,"A strange , sweet , rustling , chattering noise -- and yet not so strange , for he knew he 'd heard it before -- if only he could remember where !","[{""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]"
93,"Then all at once he did remember .","[{""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]"
94,"It was the noise of running water .","[]"
95,"All round them , though out of sight , there were streams chattering , murmuring , bubbling , splashing and even ( in the distance ) roaring .","[]"
96,"And his heart gave a great leap ( though he hardly knew why ) when he realised that the frost was over .","[{""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]"
97,"And much nearer there was a drip - drip - drip from the branches of all the trees .","[]"
98,"And then , as he looked at one tree he saw a great load of snow slide off it and for the first time since he had entered Narnia he saw the dark green of a fir tree .","[{""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]"
99,"But he had n't time to listen or watch any longer for the Witch said :","[{""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Witch"", ""canonical"": ""Jadis"", ""label"": ""ACTIVE_SPEAKER""}]"
100,""" Do n't sit staring , fool !","[]"
101,"Get out and help . ""","[]"
102,"And of course Edmund had to obey .","[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]"
103,"He stepped out into the snow -- but it was really only slush by now -- and began helping the Dwarf to get the sledge out of the muddy hole it had got into .","[{""text"": ""He"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Dwarf"", ""canonical"": ""Dwarf"", ""label"": ""MENTIONED_ONLY""}]"
104,"They got it out in the end , and by being very cruel to the reindeer the Dwarf managed to get it on the move again , and they drove a little further .","[{""text"": ""Dwarf"", ""canonical"": ""Dwarf"", ""label"": ""ACTIVE_PERFORMER""}]"
105,"And now the snow was really melting in earnest and patches of green grass were beginning to appear in every direction .","[]"
106,"Unless you have looked at a world of snow as long as Edmund had been looking at it , you will hardly be able to imagine what a relief those green patches were after the endless white .","[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""MENTIONED_ONLY""}]"
107,"Then the sledge stopped again .","[]"
108,""" It 's no good , your Majesty , "" said the Dwarf .","[{""text"": ""your Majesty"", ""canonical"": ""Jadis"", ""label"": ""ADDRESSED""}, {""text"": ""Dwarf"", ""canonical"": ""Dwarf"", ""label"": ""ACTIVE_SPEAKER""}]"
109,""" We ca n't sledge in this thaw . ""","[]"
110,""" Then we must walk , "" said the Witch .","[{""text"": ""Witch"", ""canonical"": ""Jadis"", ""label"": ""ACTIVE_SPEAKER""}]"
111,""" We shall never overtake them walking , "" growled the dwarf .","[{""text"": ""dwarf"", ""canonical"": ""Dwarf"", ""label"": ""ACTIVE_SPEAKER""}]"
112,""" Not with the start they 've got . ""","[]"
113,""" Are you my councillor or my slave ? "" said the Witch .","[{""text"": ""you"", ""canonical"": ""Dwarf"", ""label"": ""ADDRESSED""}, {""text"": ""Witch"", ""canonical"": ""Jadis"", ""label"": ""ACTIVE_SPEAKER""}]"
114,""" Do as you 're told .","[]"
115,"Tie the hands of the human creature behind it and keep hold of the end of the rope .","[{""text"": ""human creature"", ""canonical"": ""Edmund Pevensie"", ""label"": ""MENTIONED_ONLY""}]"
116,"And take your whip .","[]"
117,"And cut the harness of the reindeer ; they 'll find their own way home . ""","[]"
118,"The Dwarf obeyed , and in a few minutes Edmund found himself being forced to walk as fast as he could with his hands tied behind him .","[{""text"": ""Dwarf"", ""canonical"": ""Dwarf"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]"
119,"He kept on slipping in the slush and mud and wet grass , and every time he slipped the Dwarf gave him a curse and sometimes a flick with the whip .","[{""text"": ""He"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Dwarf"", ""canonical"": ""Dwarf"", ""label"": ""ACTIVE_PERFORMER""}]"
120,"The Witch walked behind the dwarf and kept on saying , "" Faster !","[{""text"": ""Witch"", ""canonical"": ""Jadis"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""dwarf"", ""canonical"": ""Dwarf"", ""label"": ""MENTIONED_ONLY""}]"
121,"Faster ! ""","[]"
122,"Every moment the patches of green grew bigger and the patches of snow grew smaller .","[]"
123,"Every moment more and more of the trees shook off their robes of snow .","[]"
124,"Soon , wherever you looked , instead of white shapes you saw the dark green of firs or the black prickly branches of bare oaks and beeches and elms .","[]"
125,"Then the mist turned from white to gold and presently cleared away altogether .","[]"
126,"Shafts of delicious sunlight struck down onto the forest floor and overhead you could see a blue sky between the tree - tops .","[]"
127,"Soon there were more wonderful things happening .","[]"
128,"Coming suddenly round a corner into a glade of silver birch trees Edmund saw the ground covered in all directions with little yellow flowers -- celandines .","[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]"
129,"The noise of water grew louder .","[]"
130,"Presently they actually crossed a stream .","[]"
131,"Beyond it they found snowdrops growing .","[]"
132,""" Mind your own business ! "" said the Dwarf when he saw that Edmund had turned his head to look at them ; and he gave the rope a vicious jerk .","[{""text"": ""Dwarf"", ""canonical"": ""Dwarf"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]"
133,"But of course this did n't prevent Edmund from seeing .","[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]"
134,"Only five minutes later he noticed a dozen crocuses growing round the foot of an old tree -- gold and purple and white .","[{""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]"
135,"Then came a sound even more delicious than the sound of the water .","[]"
136,"Close beside the path they were following a bird suddenly chirped from the branch of a tree .","[]"
137,"It was answered by the chuckle of another bird a little further off .","[]"
138,"And then , as if that had been a signal , there was chattering and chirruping in every direction , and then a moment of full song , and within five minutes the whole wood was ringing with birds ' music , and wherever Edmund 's eyes turned he saw birds alighting on branches , or sailing overhead or having their little quarrels .","[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]"
139,""" Faster !","[]"
140,"Faster ! "" said the Witch .","[{""text"": ""Witch"", ""canonical"": ""Jadis"", ""label"": ""ACTIVE_SPEAKER""}]"
141,"There was no trace of the fog now .","[]"
142,"The sky became bluer and bluer and now there were white clouds hurrying across it from time to time .","[]"
143,"In the wide glades there were primroses .","[]"
144,"A light breeze sprang up which scattered drops of moisture from the swaying branches and carried cool , delicious scents against the faces of the travellers .","[]"
145,"The trees began to come fully alive .","[]"
146,"The larches and birches were covered with green , the laburnums with gold .","[]"
147,"Soon the beech trees had put forth their delicate , transparent leaves .","[]"
148,"As the travellers walked under them the light also became green .","[]"
149,"A bee buzzed across their path .","[]"
150,""" This is no thaw , "" said the Dwarf , suddenly stopping .","[{""text"": ""Dwarf"", ""canonical"": ""Dwarf"", ""label"": ""ACTIVE_SPEAKER""}]"
151,""" This is _spring_ .","[]"
152,"What are we to do ?","[]"
153,"Your winter has been destroyed , I tell you !","[]"
154,"This is Aslan 's doing . ""","[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]"
155,""" If either of you mention that name again , "" said the Witch , "" he shall instantly be killed . ""","[{""text"": ""you"", ""canonical"": ""Dwarf"", ""label"": ""ADDRESSED""}, {""text"": ""Witch"", ""canonical"": ""Jadis"", ""label"": ""ACTIVE_SPEAKER""}]"
